Date Time, Monitor ID, Location ID, SO2(ppm)
23 Oct 2021 13:18,1,1,0.1
23 Oct 2021 13:19,1,1,0.0
23 Oct 2021 13:20,1,1,0.0
23 Oct 2021 13:21,1,1,0.0
23 Oct 2021 13:22,1,1,0.1
23 Oct 2021 13:23,1,1,0.1
23 Oct 2021 13:24,1,1,0.1
23 Oct 2021 13:25,1,1,0.0
23 Oct 2021 13:26,1,1,0.0
23 Oct 2021 13:27,1,1,0.0
23 Oct 2021 13:28,1,1,0.1
23 Oct 2021 13:29,1,1,0.0
23 Oct 2021 13:30,1,1,0.1
23 Oct 2021 13:31,1,1,0.0
23 Oct 2021 13:32,1,1,0.1
23 Oct 2021 13:33,1,1,0.0
23 Oct 2021 13:34,1,1,0.0
23 Oct 2021 13:35,1,1,0.0
23 Oct 2021 13:36,1,1,0.0
23 Oct 2021 13:37,1,1,0.0
23 Oct 2021 13:38,1,1,0.0
23 Oct 2021 13:39,1,1,0.0
23 Oct 2021 13:40,1,1,0.1
23 Oct 2021 13:41,1,1,0.0
23 Oct 2021 13:42,1,1,0.0
23 Oct 2021 13:43,1,1,0.1
23 Oct 2021 13:44,1,1,0.1
23 Oct 2021 13:45,1,1,0.1
23 Oct 2021 13:46,1,1,0.1
23 Oct 2021 13:47,1,1,0.1
23 Oct 2021 13:48,1,1,0.1
23 Oct 2021 13:49,1,1,0.0
23 Oct 2021 13:50,1,1,0.0
23 Oct 2021 13:51,1,1,0.0
23 Oct 2021 13:52,1,1,0.1
23 Oct 2021 13:53,1,1,0.1
23 Oct 2021 13:54,1,1,0.1
23 Oct 2021 13:55,1,1,0.0
23 Oct 2021 13:56,1,1,0.0
23 Oct 2021 13:57,1,1,0.0
23 Oct 2021 13:58,1,1,0.0
23 Oct 2021 13:59,1,1,0.1
23 Oct 2021 14:00,1,1,0.1
23 Oct 2021 14:01,1,1,0.2
23 Oct 2021 14:02,1,1,0.0
23 Oct 2021 14:03,1,1,0.0
23 Oct 2021 14:04,1,1,0.1
23 Oct 2021 14:05,1,1,0.2
23 Oct 2021 14:06,1,1,0.3
23 Oct 2021 14:07,1,1,0.3
23 Oct 2021 14:08,1,1,0.2
23 Oct 2021 14:09,1,1,0.3
23 Oct 2021 14:10,1,1,0.2
23 Oct 2021 14:11,1,1,0.2
23 Oct 2021 14:12,1,1,0.2
23 Oct 2021 14:13,1,1,0.2
23 Oct 2021 14:14,1,1,0.2
23 Oct 2021 14:15,1,1,0.2
23 Oct 2021 14:16,1,1,0.2
23 Oct 2021 14:17,1,1,0.5
23 Oct 2021 14:18,1,1,1.2
23 Oct 2021 14:19,1,1,1.2
23 Oct 2021 14:20,1,1,0.8
23 Oct 2021 14:21,1,1,0.6
23 Oct 2021 14:22,1,1,0.3
23 Oct 2021 14:23,1,1,0.6
23 Oct 2021 14:24,1,1,0.4
23 Oct 2021 14:25,1,1,0.3
23 Oct 2021 14:26,1,1,0.1
23 Oct 2021 14:27,1,1,0.0
23 Oct 2021 14:28,1,1,0.3
23 Oct 2021 14:29,1,1,0.3
23 Oct 2021 14:30,1,1,0.0
23 Oct 2021 14:31,1,1,0.0
23 Oct 2021 14:32,1,1,0.0
23 Oct 2021 14:33,1,1,0.1
23 Oct 2021 14:34,1,1,0.1
23 Oct 2021 14:35,1,1,0.2
23 Oct 2021 14:36,1,1,0.1
23 Oct 2021 14:37,1,1,0.3
23 Oct 2021 14:38,1,1,0.0
23 Oct 2021 14:39,1,1,0.0
23 Oct 2021 14:40,1,1,0.0
23 Oct 2021 14:41,1,1,0.2
23 Oct 2021 14:42,1,1,0.2
23 Oct 2021 14:43,1,1,0.0
23 Oct 2021 14:44,1,1,0.0
23 Oct 2021 14:45,1,1,0.0
23 Oct 2021 14:46,1,1,0.0
23 Oct 2021 14:47,1,1,0.1
23 Oct 2021 14:48,1,1,0.1
23 Oct 2021 14:49,1,1,0.1
23 Oct 2021 14:50,1,1,0.1
23 Oct 2021 14:51,1,1,0.0
23 Oct 2021 14:52,1,1,0.1
23 Oct 2021 14:53,1,1,0.0
23 Oct 2021 14:54,1,1,0.2
23 Oct 2021 14:55,1,1,0.1
23 Oct 2021 14:56,1,1,0.0
23 Oct 2021 14:57,1,1,0.1
23 Oct 2021 14:58,1,1,0.2
23 Oct 2021 14:59,1,1,0.0
23 Oct 2021 15:00,1,1,0.1
23 Oct 2021 15:01,1,1,0.1
23 Oct 2021 15:02,1,1,0.2
23 Oct 2021 15:03,1,1,0.2
23 Oct 2021 15:04,1,1,0.1
23 Oct 2021 15:05,1,1,0.1
23 Oct 2021 15:06,1,1,0.1
23 Oct 2021 15:07,1,1,0.1
23 Oct 2021 15:08,1,1,0.2
23 Oct 2021 15:09,1,1,0.2
23 Oct 2021 15:10,1,1,0.2
23 Oct 2021 15:11,1,1,0.1
23 Oct 2021 15:12,1,1,0.1
23 Oct 2021 15:13,1,1,0.1
23 Oct 2021 15:14,1,1,0.0
23 Oct 2021 15:15,1,1,0.0
23 Oct 2021 15:16,1,1,0.1
23 Oct 2021 15:17,1,1,0.1
23 Oct 2021 15:18,1,1,0.1
23 Oct 2021 15:19,1,1,0.1
23 Oct 2021 15:20,1,1,0.1
23 Oct 2021 15:21,1,1,0.1
23 Oct 2021 15:22,1,1,0.1
23 Oct 2021 15:23,1,1,0.1
23 Oct 2021 15:24,1,1,0.1
23 Oct 2021 15:25,1,1,0.0
23 Oct 2021 15:26,1,1,0.0
23 Oct 2021 15:27,1,1,0.1
23 Oct 2021 15:28,1,1,0.1
23 Oct 2021 15:29,1,1,0.1
23 Oct 2021 15:30,1,1,0.1
23 Oct 2021 15:31,1,1,0.1
23 Oct 2021 15:32,1,1,0.1
23 Oct 2021 15:33,1,1,0.1
23 Oct 2021 15:34,1,1,0.1
23 Oct 2021 15:35,1,1,0.1
23 Oct 2021 15:36,1,1,0.1
23 Oct 2021 15:37,1,1,0.1
23 Oct 2021 15:38,1,1,0.1
23 Oct 2021 15:39,1,1,0.1
23 Oct 2021 15:40,1,1,0.1
23 Oct 2021 15:41,1,1,0.1
23 Oct 2021 15:42,1,1,0.1
23 Oct 2021 15:43,1,1,0.0
23 Oct 2021 15:44,1,1,0.1
23 Oct 2021 15:45,1,1,0.1
23 Oct 2021 15:46,1,1,0.1
23 Oct 2021 15:47,1,1,0.1
23 Oct 2021 15:48,1,1,0.1
23 Oct 2021 15:49,1,1,0.1
23 Oct 2021 15:50,1,1,0.0
23 Oct 2021 15:51,1,1,0.1
23 Oct 2021 15:52,1,1,0.1
23 Oct 2021 15:53,1,1,0.1
23 Oct 2021 15:54,1,1,0.1
23 Oct 2021 15:55,1,1,0.0
23 Oct 2021 15:56,1,1,0.0
23 Oct 2021 15:57,1,1,0.0
23 Oct 2021 15:58,1,1,0.0
23 Oct 2021 15:59,1,1,0.0
23 Oct 2021 16:00,1,1,0.0
23 Oct 2021 16:01,1,1,0.0
23 Oct 2021 16:02,1,1,0.0
23 Oct 2021 16:03,1,1,0.0
23 Oct 2021 16:04,1,1,0.1
23 Oct 2021 16:05,1,1,0.0
23 Oct 2021 16:06,1,1,0.0
23 Oct 2021 16:07,1,1,0.0
23 Oct 2021 16:08,1,1,0.0
23 Oct 2021 16:09,1,1,0.0
23 Oct 2021 16:10,1,1,0.1
23 Oct 2021 16:11,1,1,0.0
23 Oct 2021 16:12,1,1,0.0
23 Oct 2021 16:13,1,1,0.0
23 Oct 2021 16:14,1,1,0.0
23 Oct 2021 16:15,1,1,0.0
23 Oct 2021 16:16,1,1,0.0
23 Oct 2021 16:17,1,1,0.0
23 Oct 2021 16:18,1,1,0.0
23 Oct 2021 16:19,1,1,0.0
23 Oct 2021 16:20,1,1,0.0
23 Oct 2021 16:21,1,1,0.0
23 Oct 2021 16:22,1,1,0.0
23 Oct 2021 16:23,1,1,0.0
23 Oct 2021 16:24,1,1,0.1
23 Oct 2021 16:25,1,1,0.0
23 Oct 2021 16:26,1,1,0.1
23 Oct 2021 16:27,1,1,0.1
23 Oct 2021 16:28,1,1,0.1
23 Oct 2021 16:29,1,1,0.1
23 Oct 2021 16:35,1,1,0.1
23 Oct 2021 16:36,1,1,0.1
23 Oct 2021 16:37,1,1,0.1
